traccia_val,y_Mano_pol,y_pol_predict,delta_val
2011-11-09T17:47:44.000000Z.CUC.HHZ,1,0.9931091,0.00689089298248291
2011-11-09T17:47:44.000000Z.MMN.HHZ,1,0.98054105,0.01945894956588745
2011-11-09T17:47:44.000000Z.SALB.HHZ,1,0.9934946,0.006505429744720459
2011-11-09T17:47:44.000000Z.SIRI.HHZ,1,0.9981464,0.0018535852432250977
2011-11-09T20:29:11.000000Z.CUC.HHZ,1,0.9945557,0.00544428825378418
2011-11-09T20:29:11.000000Z.MMN.HHZ,1,0.9942967,0.005703270435333252
2011-11-09T20:29:11.000000Z.SALB.HHZ,1,0.9947002,0.005299806594848633
2011-11-09T20:29:11.000000Z.SCHR.EHZ,1,0.9960737,0.003926277160644531
2011-11-11T05:22:16.000000Z.CUC.HHZ,1,0.99520206,0.004797935485839844
2011-11-11T05:22:16.000000Z.MMN.HHZ,0,0.007999622,0.007999622263014317
